"Внешний ID","категорія","назва укр","назва рос","ціна"
"1262677747","","","Керамогранітний обігрівач KEN-600 ""Космос жаккард"" онікс","6000.0000"
"1262684266","","","Керамогранітний обігрівач KEN-500 ""Полотно жаккард"" мармуровий","5400.0000"
"1262689815","","","Керамогранітний обігрівач KEN-500D ""Гранж жаккард"" персиковий","5400.0000"
"1293360784","","","Керамогранітний обігрівач KEN-500 ""Глянець"" кварцовий","8640.0000"
"1293374431","","","Керамогранітний обігрівач KEN-500K ""Глянець"" кварцовий","8640.0000"
"1293378326","","","Керамогранітний обігрівач KEN-500K ""Глянець"" бежевий","8640.0000"
"1293384722","","","Керамогранітний обігрівач KEN-500K ""Глянець"" кварцовий","8640.0000"
"1293392297","","","Керамогранітний обігрівач KEN-500 ""Філігри жаккард"" опал","5400.0000"
"1298471031","","","Керамогранітний обігрівач KEN-600 ""Глянець"" кварцовий","9600.0000"
"1298492601","","","Керамогранітний обігрівач KEN-500 ""Глянець"" кварцовий","8640.0000"
"1307183516","","","Керамогранітний обігрівач KEN-600 ""Глянець"" бежевий","9600.0000"
"1307191127","","","Керамогранітний обігрівач KEN-500 ""Глянець"" бежевий","8640.0000"
"1307198523","","","Керамогранітний обігрівач KEN-500K ""Ізморозь жаккард"" нефритовий","5400.0000"
"1307221067","","","Керамогранітний обігрівач KEN-600 ""Глянець"" кварцовий","9600.0000"
"1307233409","","","Керамогранітний обігрівач KEN-500 ""Полотно жакард"" м'ятний","5400.0000"
"1307234921","","","Керамогранітний обігрівач KEN-500 ""Філігри жаккард"" м'ятний","5400.0000"
"1307312000","","","Керамогранітний обігрівач KEN-600 ""Глянець"" какао","9600.0000"
"1329147121","","","Керамогранітний обігрівач KEN-500 ""Полотно жаккард"" какао","5400.0000"
"1331614494","","","Керамогранітний обігрівач KEN-500 ""Космос жаккард"" родоніт","5400.0000"
"1331618792","","","Керамогранітний обігрівач KEN-500 ""Гранж жаккард"" горіховий","5400.0000"
"1331634019","","","Керамогранітний обігрівач KEN-500 ""Ізморозь жаккард"" горіховий","5400.0000"
"1331638586","","","Керамогранітний обігрівач KEN-500 ""Полотно жаккард"" горіховий","5400.0000"
"1331647709","","","Керамогранітний обігрівач KEN-600 ""Полотно жаккард"" горіховий","6000.0000"
"1331667102","","","Керамогранітний обігрівач KEN-500 ""Ізморозь жаккард"" какао","5400.0000"
"1331677555","","","Керамогранітний обігрівач KEN-600 ""Полотно жаккард"" малиновий","6000.0000"
"1331684268","","","Керамогранітний обігрівач KEN-600 ""Ізморозь жаккард"" малиновий","6000.0000"
"1331746314","","","Керамогранітний обігрівач KEN-600 ""Полотно жаккард"" какао","6000.0000"
"1331748128","","","Керамогранітний обігрівач KEN-500 ""Ізморозь жаккард"" малиновий","5400.0000"
"1331751546","","","Керамогранітний обігрівач KEN-500 ""Полотно жаккард"" какао","5400.0000"
"1331895835","","","Керамогранітний обігрівач KEN-500 ""Філігрі шовк"" горіховий","5940.0000"
"1331899297","","","Керамогранітний обігрівач KEN-600 ""Ізморозь шовк"" полуничний","5433.0000"
"1331906016","","","Керамогранітний обігрівач KEN-500 ""Полотно жаккард"" полуничний","5400.0000"
"1331911318","","","Керамогранітний обігрівач KEN-500 ""Полотно жаккард"" малиновий","5400.0000"
"1331914722","","","Керамогранітний обігрівач KEN-500К ""Гранж жаккард"" полуничний","5400.0000"
"1332153550","","","Керамогранітний обігрівач KEN-600 ""Полотно жаккард"" полуничний","6000.0000"
"1332446021","","","Керамогранітний обігрівач KEN-600 ""Космос жаккард"" полуничний","6000.0000"
"1332451106","","","Керамогранітний обігрівач KEN-500D ""Полотно жаккард"" полуничний","5400.0000"
"1332456035","","","Керамогранітний обігрівач KEN-500К ""Ізморозь жаккард"" кварцовий","5400.0000"
"1332462905","","","Керамогранітний обігрівач KEN-500 ""Глянець"" малиновий","8640.0000"
"1332464137","","","Керамогранітний обігрівач KEN-500 ""Глянець"" мармуровий","8640.0000"
"1332466602","","","Керамогранітний обігрівач KEN-600 ""Космос жаккард"" горіховий","6000.0000"
"1332469583","","","Керамогранітний обігрівач KEN-600 ""Ізморозь жаккард"" горіховий","6000.0000"
"1332509816","","","Керамогранітний обігрівач KEN-500 ""Глянець"" джинс","8640.0000"
"1332511412","","","Керамогранітний обігрівач KEN-500 ""Глянець"" меланж","8640.0000"
"1332514249","","","Керамогранітний обігрівач KEN-700 ""Глянець"" персиковий","10400.0000"
"1332655003","","","Керамогранітний обігрівач KEN-500К ""Ізморозь жаккард"" аквамариновий","5400.0000"
"1332659261","","","Керамогранітний обігрівач KEN-600 ""Космос жаккард"" нефритовий","6000.0000"
